track_name,artist_id,release_date,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,cover_url,track_id
Besos Moja2,283,2022-09-29,94,F,Minor,74,64,73,6,0,10,6,https://i.scdn.co/image/ab67616d0000b2739f05bb270f81880fd844aae8,376
Maan Meri Jaan,284,2022-10-12,96,F#,Minor,70,40,51,35,0,10,4,https://i.scdn.co/image/ab67616d0000b27337f65266754703fd20d29854,377
Moscow Mule,5,2022-05-06,100,F,Minor,80,29,67,29,0,12,3,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,378
My Universe,285,2021-09-24,105,A,Major,58,42,68,1,0,14,4,https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575,379
Devil Donï¿½ï¿½ï¿½,28,2023-03-03,125,Unknown,Major,53,32,66,38,0,9,3,Not Found,380
LLYLM,218,2023-01-27,170,F#,Minor,56,56,63,13,0,19,27,https://i.scdn.co/image/ab67616d0000b273b175e5feb05c6c28cc08ab62,381
I'm Not Here To Make Friends,286,2023-01-27,115,Unknown,Major,70,84,90,17,0,41,6,Not Found,382
TRUSTFALL,287,2023-01-27,122,G#,Major,64,25,89,0,0,15,9,https://i.scdn.co/image/ab67616d0000b27302f93e92bdd5b3793eb688c0,383
ANTIFRAGILE,288,2022-10-17,105,A#,Minor,88,82,80,8,0,11,8,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be,384
Boy's a liar,289,2022-11-30,133,F,Major,66,74,84,25,0,21,4,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7,385
VIBE (feat. Jimin of BTS),290,2023-01-13,100,Unknown,Major,79,60,68,7,0,26,4,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,386
Shirt,16,2022-10-28,120,D#,Minor,82,55,45,15,3,9,10,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,387
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,291,2022-10-28,177,A,Major,25,17,30,90,0,13,3,https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb,388
STAR WALKIN' (League of Legends Worlds Anthem),292,2022-09-22,142,D,Minor,64,31,72,15,0,9,5,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,389
"Sex, Drugs, Etc.",293,2016-11-04,144,E,Minor,57,47,84,1,1,52,4,https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342,390
Boy With Luv (feat. Halsey),294,2019-04-12,120,B,Minor,65,80,86,9,0,19,10,Not Found,391
"Hey, Mickey!",295,2016-09-27,135,D,Major,92,73,51,55,0,15,6,https://i.scdn.co/image/ab67616d0000b2732571034f34b381958f8cc727,392
Calm Down,296,2022-02-09,107,B,Major,81,82,78,38,0,12,4,Not Found,393
Jhoome Jo Pathaan,297,2022-12-22,105,G,Major,82,62,74,10,0,33,7,Not Found,394
Escapism. - Sped Up,169,2022-11-25,108,F#,Minor,44,38,77,9,0,9,20,https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e,395
Space Song,298,2015-01-01,147,Unknown,Minor,51,62,79,22,13,14,3,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab,396
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],299,2022-11-20,115,Unknown,Major,71,34,88,16,0,44,4,Not Found,397
Te Felicito,300,2022-04-21,174,F,Major,70,57,64,23,0,8,32,https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f,398
Muï¿½ï¿½,301,2023-01-12,90,A#,Minor,68,83,71,3,0,31,8,Not Found,399
TV,18,2022-07-21,141,E,Minor,41,9,25,84,1,14,4,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318,400
I'm Not The Only One,302,2014-01-01,82,F,Major,68,50,49,56,0,8,4,Not Found,401
Heather,303,2020-03-20,92,F,Major,47,25,43,62,0,32,3,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,402
"Besharam Rang (From ""Pathaan"")",304,2022-12-12,116,G#,Minor,77,65,80,6,0,15,4,Not Found,403
One Kiss (with Dua Lipa),305,2017-06-02,124,A,Minor,79,59,86,4,0,8,11,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,404
Sugar Rush Ride,306,2023-01-27,125,A#,Minor,71,83,89,1,0,17,9,https://i.scdn.co/image/ab67616d0000b2733bb056e3160b85ee86c1194d,405
Pink Venom,228,2022-08-19,90,Unknown,Major,80,71,69,2,0,27,10,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406,406
WAIT FOR U (feat. Drake & Tems),307,2022-04-27,83,C#,Major,46,34,64,31,0,7,34,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,407
Don't Start Now,29,2019-10-31,124,B,Minor,79,68,79,1,0,10,8,https://i.scdn.co/image/ab67616d0000b27368cd91e1d8cbabf23d332041,408
After Dark,308,2014-08-08,140,G#,Major,58,4,60,7,41,8,3,https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176,409
Eu Gosto Assim - Ao Vivo,309,2022-09-16,154,Unknown,Major,64,61,91,15,0,72,4,https://i.scdn.co/image/ab67616d0000b27319bb2fb697a42c1084d71f6c,410
INDUSTRY BABY (feat. Jack Harlow),310,2021-07-23,150,D#,Minor,74,89,70,2,0,5,6,Not Found,411
MIDDLE OF THE NIGHT,311,2020-01-10,186,E,Minor,41,9,61,2,0,12,5,Not Found,412
Atlantis,312,2015-04-22,166,G#,Minor,40,23,48,5,0,12,3,https://i.scdn.co/image/ab67616d0000b2738c33272a7c77042f5eb39d75,413
PUNTO 40,313,2022-09-22,107,Unknown,Major,87,20,83,0,4,31,9,Not Found,414
Evoque Prata,314,2022-09-09,87,G,Major,87,52,52,31,0,28,24,https://i.scdn.co/image/ab67616d0000b273769f6572dfa10ee7827edbf2,415
How Do I Say Goodbye,315,2022-08-05,82,G#,Major,40,39,64,21,0,7,7,https://i.scdn.co/image/ab67616d0000b273bfedccaca3c8425fdc0a7c73,416
Blind,16,2022-12-09,114,A,Minor,46,60,28,91,0,21,4,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,417
Die For You,199,2022-11-04,148,G#,Major,47,15,52,38,13,29,5,https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb,418
Doja,260,2022-07-20,140,F#,Major,91,97,57,38,0,40,29,https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa,419
Gatita,316,2022-10-03,101,G,Major,90,76,81,15,24,33,6,https://i.scdn.co/image/ab67616d0000b273070c919f062e9fbfc03ca16b,420
Rumble,317,2022-01-17,140,C#,Minor,81,6,84,5,23,6,6,https://i.scdn.co/image/ab67616d0000b273352f154c54727bc8024629bc,421
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],318,2022-12-02,88,G,Minor,49,24,66,19,0,18,29,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,422
Yonaguni,5,2021-06-04,180,C#,Major,64,44,65,28,0,14,12,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,423
Super Freaky Girl,266,2022-08-12,133,D,Major,95,91,89,6,0,31,24,https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc,424
Running Up That Hill (A Deal With God),319,1985-09-16,108,A#,Minor,63,20,55,72,0,6,6,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,425
Dream On,320,1973-01-05,80,F,Minor,39,24,43,39,0,23,3,https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2,426
Limbo,321,2022-08-11,75,B,Minor,80,46,62,3,6,11,46,https://i.scdn.co/image/ab67616d0000b27369b381d574b329409bd806e6,427
Where Are You Now,322,2021-07-30,121,F#,Minor,67,26,64,52,0,17,10,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,428
WORTH NOTHING,323,2022-09-28,140,D,Minor,58,17,62,18,0,20,8,https://i.scdn.co/image/ab67616d0000b273f5e2ffd88f07e55f34c361c8,429
Bad Habits,113,2020-09-03,126,B,Minor,81,59,90,5,0,36,3,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,430
KICK BACK,324,2022-10-12,102,C#,Major,58,29,94,0,0,9,11,https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859,431
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,325,2022-04-08,82,A,Major,70,31,34,60,1,11,4,Not Found,432
Good Days,16,2020-12-24,121,C#,Minor,46,53,78,23,0,72,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,433
Levitating (feat. DaBaby),326,2020-03-27,103,F#,Minor,70,92,83,1,0,7,6,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,434
Woman,327,2021-06-25,108,F,Minor,82,88,76,9,0,12,9,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,435
Shut up My Moms Calling - (Sped Up),150,2022-09-14,85,F,Minor,65,36,47,31,0,12,10,https://i.scdn.co/image/ab67616d0000b2737437083c2521a8c077b9cfd7,436
Ferrari,328,2022-03-14,125,C#,Minor,84,70,69,1,0,5,5,https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4,437
"You're On Your Own, Kid",4,2022-10-21,120,D,Major,69,40,39,41,0,13,6,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058,438
"Kesariya (From ""Brahmastra"")",329,2022-07-17,94,Unknown,Major,58,44,57,57,0,10,3,Not Found,439
Agudo Mï¿½ï¿½gi,330,1930-01-01,130,F#,Minor,65,49,80,22,4,7,5,Not Found,440
Payphone,331,2012-01-01,110,E,Major,74,51,74,2,0,29,4,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,441
All I Want for Christmas Is You,332,1994-10-28,150,G,Major,34,33,63,16,0,7,4,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,442
Last Christmas,333,1984-01-01,107,B,Minor,74,88,65,28,0,46,3,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,443
Rockin' Around The Christmas Tree,334,1958-01-01,140,G#,Major,70,85,41,71,0,45,5,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,444
Jingle Bell Rock,335,1957-01-01,119,D,Major,74,78,37,84,0,6,3,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17,445
It's Beginning To Look A Lot Like Christmas,336,2011-10-14,93,E,Major,35,38,23,91,0,29,3,Not Found,446
Santa Tell Me,337,2013-12-13,133,G,Major,46,53,63,5,0,30,18,https://i.scdn.co/image/ab67616d0000b273fb704b7e832b40f08c14629c,447
It's the Most Wonderful Time of the Year,338,1963-10-14,202,G,Major,24,76,60,77,0,12,4,https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356,448
Let It Snow! Let It Snow! Let It Snow!,339,1959-11-16,134,C#,Major,45,72,24,91,0,18,4,https://i.scdn.co/image/ab67616d0000b273e359bd02a639a4d01b8241ae,449
Snowman,192,2017-01-01,105,C#,Major,72,33,51,48,0,9,3,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8,450
Underneath the Tree,340,2013-10-25,160,G#,Major,51,69,81,0,0,21,5,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7,451
Feliz Navidad,341,1970-11-01,148,D,Major,50,96,82,47,0,34,4,Not Found,452
Holly Jolly Christmas,336,2011-10-14,151,G,Major,65,70,47,87,0,9,4,Not Found,453
Mistletoe,128,2011-01-01,162,F#,Minor,67,88,54,51,0,9,4,https://i.scdn.co/image/ab67616d0000b273490aa128e07cd31504ae8f86,454
Sleigh Ride,342,1963-11-22,92,D,Major,53,84,77,40,0,32,3,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,455
Seek & Destroy,16,2022-12-09,152,C#,Major,65,35,65,44,18,21,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,456
Love Language,16,2022-12-09,65,A,Minor,71,55,26,85,0,13,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,457
Happy Xmas (War Is Over),343,1971-12-01,147,D,Major,33,39,61,32,0,77,3,https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d,458
Used (feat. Don Toliver),344,2022-12-08,150,A#,Minor,73,71,69,53,0,32,9,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,459
A Holly Jolly Christmas - Single Version,345,1952-01-01,140,Unknown,Major,67,81,36,64,0,15,3,https://i.scdn.co/image/ab67616d0000b273b9b921f8a3b8f0b20f73cb98,460
The Christmas Song (Merry Christmas To You) - Remastered 1999,346,1946-11-01,139,C#,Major,36,22,15,84,0,11,4,https://i.scdn.co/image/ab67616d0000b273e02cc6524dcecb6608fee0b3,461
Wonderful Christmastime - Edited Version / Remastered 2011,347,1979-11-16,95,B,Major,75,74,58,36,0,9,3,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a,462
Do They Know It's Christmas? - 1984 Version,348,1984-11-25,115,Unknown,Major,60,23,57,0,2,27,3,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8,463
Ghost in the Machine (feat. Phoebe Bridgers),349,2022-12-09,125,F#,Major,62,59,43,84,3,11,5,Not Found,464
Special,16,2022-12-09,76,Unknown,Major,60,19,20,78,0,11,5,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,465
Merry Christmas Everyone,350,1984-01-01,101,C#,Minor,72,91,87,14,0,13,3,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb,466
Let It Snow! Let It Snow! Let It Snow!,351,1950-01-01,143,D,Major,60,86,32,88,0,34,6,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc,467
SOS,16,2022-12-09,119,G,Minor,51,51,66,67,0,9,23,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,468
Open Arms (feat. Travis Scott),352,2022-12-08,78,A,Major,67,22,59,76,1,15,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,469
White Christmas,353,1942-01-01,96,A,Major,23,19,25,91,0,40,3,https://i.scdn.co/image/ab67616d0000b273481bb0db1e8bd0c7104368a4,470
Driving Home for Christmas - 2019 Remaster,354,1986-01-01,180,A,Major,51,87,58,36,0,18,4,https://i.scdn.co/image/ab67616d0000b273d8a8b34740a0289f7427b36a,471
Christmas (Baby Please Come Home),355,1963-11-22,126,D#,Major,34,35,76,39,0,8,5,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,472
Gone Girl,16,2022-12-09,150,F,Major,43,42,44,57,0,15,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,473
F2F,16,2022-12-09,90,D,Major,53,47,74,9,0,34,4,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,474
Notice Me,16,2022-12-09,160,F,Major,72,78,68,28,0,11,12,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,475
Merry Christmas,356,2017-11-10,114,Unknown,Major,59,60,94,24,0,10,4,https://i.scdn.co/image/ab67616d0000b273d8db7e7b7d4c1e90cd18ca3a,476
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),357,1958-01-01,113,G,Major,73,72,32,77,0,15,5,Not Found,477
My Only Wish (This Year),358,2000-11-07,147,Unknown,Major,67,69,72,17,0,19,3,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566,478
Antidepresan,359,2022-11-04,100,B,Minor,70,92,59,3,0,10,3,Not Found,479
Wild Flower (with youjeen),360,2022-12-02,155,G#,Major,49,42,77,3,0,12,9,https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175,480
I Hate U,16,2021-12-03,107,G,Minor,54,41,39,51,0,11,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,481
Raindrops (Insane) [with Travis Scott],361,2022-12-02,112,G#,Major,80,15,54,9,0,38,5,Not Found,482
SPIT IN MY FACE!,263,2022-10-31,166,C#,Major,70,57,57,9,20,11,7,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,483
Deck The Hall - Remastered 1999,346,1959-01-01,107,F#,Minor,69,96,36,81,0,8,4,https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9,484
Smoking on my Ex Pack,16,2022-12-09,81,G#,Major,47,33,68,24,0,22,38,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,485
Conceited,16,2022-12-09,150,C#,Major,79,77,46,5,0,11,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,486
Snow On The Beach (feat. Lana Del Rey),362,2022-10-21,110,A,Major,66,19,32,69,0,12,4,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,487
Maroon,4,2022-10-21,108,G,Major,64,4,40,6,0,10,6,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,488
Tubarï¿½ï¿½o Te,363,2022-09-28,130,E,Minor,89,48,74,30,0,7,36,Not Found,489
Bejeweled,4,2022-10-21,164,G,Major,70,39,56,6,0,9,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,490
Tarot,364,2022-05-06,114,B,Minor,80,42,68,2,0,66,4,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,491
You Make It Feel Like Christmas (feat. Blake Shelton),365,2005-09-20,93,F,Major,63,93,88,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4,492
Desesperados,366,2021-06-25,90,C#,Minor,87,51,69,36,0,9,8,Not Found,493
Too Late,16,2022-12-08,128,B,Major,45,35,68,78,0,39,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,494
Party,367,2022-05-06,97,A,Major,83,47,80,2,0,24,9,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,495
Run Rudolph Run - Single Version,368,1958-01-01,152,G,Minor,69,94,71,79,0,7,8,https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739,496
Jingle Bells - Remastered 1999,369,1957-01-01,175,G#,Major,51,94,34,73,0,10,5,https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490,497
Far,16,2022-12-09,116,D,Major,61,48,55,67,0,16,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,498
On Time (with John Legend),370,2022-12-02,80,F,Minor,33,51,59,76,0,44,6,Not Found,499
GATï¿½ï¿½,371,2022-08-25,93,B,Minor,63,34,86,26,0,21,39,Not Found,500
ýýýabcdefu,372,2021-08-13,122,E,Major,70,42,54,30,0,37,5,Not Found,501
Sacrifice,42,2022-01-07,122,G,Major,70,91,79,3,0,7,10,https://i.scdn.co/image/ab67616d0000b2731c7942eac1aece801758fccf,502
Is There Someone Else?,42,2022-01-07,135,A,Minor,70,60,58,4,0,16,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,503
Fingers Crossed,373,2022-01-05,109,F,Major,60,45,47,62,0,31,5,https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272,504
Out of Time,42,2022-01-07,93,Unknown,Minor,65,82,74,27,0,32,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,505
Do It To It,374,2021-08-20,125,B,Minor,85,64,81,2,5,7,9,Not Found,506
We Don't Talk About Bruno,375,2021-11-19,206,Unknown,Minor,58,83,45,36,0,11,8,Not Found,507
Pepas,376,2021-06-24,130,G,Major,76,44,77,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad,508
How Do I Make You Love Me?,42,2022-01-07,121,G,Minor,80,62,51,2,0,9,8,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,509
Gasoline,42,2022-01-07,123,F#,Minor,74,35,73,0,0,21,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,510
Infinity,377,2017-06-23,122,B,Minor,67,50,67,15,0,30,4,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,511
Less Than Zero,42,2022-01-07,143,Unknown,Major,53,50,79,0,0,8,3,https://i.scdn.co/image/ab67616d0000b273b3a6d0134f197bce863369a6,512
Take My Breath,42,2021-08-06,121,A#,Minor,70,35,77,1,0,26,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,513
good 4 u,3,2021-05-14,166,F#,Minor,56,68,66,28,0,11,18,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,514
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr",378,2022-01-07,135,C#,Major,41,27,64,36,0,60,3,Not Found,515
Best Friends,42,2022-01-07,87,E,Minor,49,49,59,44,0,35,21,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,516
Kiss Me More (feat. SZA),379,2021-04-09,111,G#,Major,77,74,66,30,0,13,3,Not Found,517
I Heard You're Married (feat. Lil Wayne),380,2022-01-07,110,D,Major,75,85,84,10,0,31,19,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,518
Need To Know,327,2021-06-11,130,C#,Major,66,19,61,30,0,9,7,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,519
MONTERO (Call Me By Your Name),292,2020-09-18,179,G#,Minor,61,76,51,30,0,38,15,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,520
love nwantiti (ah ah ah),381,2019-07-26,93,F,Minor,74,53,73,61,0,13,4,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,521
Dawn FM,42,2022-01-07,78,A,Minor,27,10,49,62,0,49,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,522
Surface Pressure,382,2021-11-19,180,D,Major,65,37,58,2,0,4,31,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,523
Starry Eyes,42,2022-01-07,86,A,Minor,28,13,41,50,0,19,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,524
THATS WHAT I WANT,292,2021-09-17,88,C#,Minor,74,55,85,1,0,5,22,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,525
One Right Now (with The Weeknd),383,2021-11-05,97,C#,Major,68,72,78,4,0,7,5,Not Found,526
Beggin,384,2017-12-08,134,B,Minor,71,59,80,13,0,36,5,Not Found,527
Mon Amour - Remix,385,2020-09-21,116,D,Major,75,36,76,12,0,10,10,Not Found,528
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),386,2021-10-05,170,E,Minor,64,14,70,9,0,9,8,https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,529
MONEY,387,2021-09-10,140,C#,Minor,83,40,55,16,0,14,23,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19,530
The Motto,388,2021-11-04,118,G,Minor,75,46,76,3,0,9,4,Not Found,531
Happier Than Ever,18,2021-07-30,65,Unknown,Major,31,31,24,76,0,14,4,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,532
Moth To A Flame (with The Weeknd),389,2021-10-22,120,Unknown,Minor,56,16,67,0,0,11,4,Not Found,533
traitor,390,2021-05-21,176,D#,Major,29,12,33,68,0,12,5,Not Found,534
Toxic,391,2021-09-10,180,G#,Minor,59,69,61,84,0,46,36,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0,535
drivers license,3,2021-01-08,144,A#,Major,59,21,43,76,0,10,7,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,536
Malvadï¿½ï¿,392,2021-11-30,133,F#,Minor,82,52,61,38,0,14,27,Not Found,537
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),4,2021-11-12,93,Unknown,Major,63,21,52,28,0,9,3,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,538
Donï¿½ï¿½ï¿½t Break My,42,2022-01-07,122,A#,Major,77,25,62,34,0,23,3,Not Found,539
Oh My God,92,2021-11-19,88,C#,Major,53,55,73,9,0,3,5,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,540
Entre Nosotros (Remix) [con Nicki Nicole],393,2022-01-05,170,F,Minor,70,61,44,40,0,37,4,Not Found,541
A Tale By Quincy,42,2022-01-07,94,F,Minor,46,55,50,71,0,10,11,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,542
I AM WOMAN,394,2021-11-18,170,A#,Major,65,46,47,12,0,13,16,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069,543
Medallo,395,2021-10-27,90,E,Minor,79,79,70,57,0,66,8,Not Found,544
It'll Be Okay,396,2021-12-01,78,G,Major,40,7,29,62,0,9,3,Not Found,545
Softcore,63,2018-03-09,94,D,Major,57,36,58,5,0,15,3,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,546
Super Gremlin,397,2021-10-30,73,D,Major,83,11,41,0,0,36,14,https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9,547
Volvï¿,398,2021-08-03,176,C#,Major,73,79,86,42,0,7,18,https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c,548
Todo De Ti,399,2020-11-02,128,D#,Minor,81,57,63,40,1,10,4,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795,549
Love Nwantiti - Remix,400,2019-08-30,120,G#,Major,58,44,60,44,9,5,6,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,550
Smokin Out The Window,401,2021-11-05,82,D,Major,63,85,62,6,0,35,4,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,551
Meet Me At Our Spot,402,2020-03-13,95,D,Major,77,40,47,2,0,9,3,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,552
Every Angel is Terrifying,42,2022-01-07,118,Unknown,Major,44,52,94,11,0,4,29,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,553
Tacones Rojos,403,2021-10-22,123,B,Minor,75,93,86,8,0,14,3,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,554
Peaches (feat. Daniel Caesar & Giveon),404,2021-03-19,90,Unknown,Major,63,49,68,38,0,42,18,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,555
Dakiti,364,2020-10-30,110,E,Minor,73,14,57,40,0,11,5,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,556
"Tiago PZK: Bzrp Music Sessions, Vol. 48",405,2021-12-29,96,C#,Minor,66,76,82,47,0,10,32,https://i.scdn.co/image/ab67616d0000b2735bddce84bc8f03ac82c988d4,557
Lï¿½ï¿½ï¿,406,2022-01-09,88,D,Minor,56,58,55,35,0,23,11,Not Found,558
Nostï¿½ï¿½l,407,2021-09-08,98,A,Minor,73,60,85,17,0,24,5,Not Found,559
Better Days (NEIKED x Mae Muller x Polo G),408,2021-09-24,110,Unknown,Minor,72,67,68,0,0,14,4,https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf,560
